lga_code,lga_name,state,min_dist_power_km,min_dist_power_station_km,min_dist_transmission_km,pop_density,min_dist_road_km,min_dist_rail_km,min_dist_fire_km,cyclone_risk,min_dist_cyclone_km,annual_temp,lga_name_clean,total_outages,avg_customers_affected,avg_duration_min,power_score,power_station_score,transmission_score,pop_score,road_score,rail_score,fire_risk_score,cyclone_risk_score,cooling_score,reliability_score,composite_score,pca_score,longitude,latitude
50840,Bridgetown-Greenbushes,Western Australia,10.507408109136188,63.071131468445955,0.9435029267935604,4.326811960427725,3.370928952220936,3.802987102237719,180.41896401076264,0.03605351339153226,26.73654786817159,23.74,BRIDGETOWN-GREENBUSHES,0,0,0,0.995537483527567,0.9706254374681911,0.9996017340418868,5.070439152592806e-4,0.9966292088771501,0.9983984565177769,0.9206944030660821,0.9136146579666723,0.6031455742501829,1,0.8403454512452248,-0.37192375340904565,-1449183.7429494064,-3800931.3539016293
17900,Walgett,New South Wales,22.2168566026239,154.0708013524373,5.977469672851469,0.24834619275091566,5.811303365198181,22.75263396470108,162.57111733065554,0.0020832183998965464,191.01059284992115,29.96,WALGETT,0,0,0,0.9904998635084274,0.9278525899704417,0.9974360526425994,2.8969975478967235e-5,0.9941885466284472,0.9901131566185579,0.9285876882618492,0.9952165373023232,0.37564008778346736,1,0.8061675452342113,0.1442779752324985,1543585.214382876,-3340620.4870301182
24850,Mitchell,Victoria,17.646884149394886,23.98113879750058,6.230629624327477,19.72088117931217,0.5679152298200066,8.583603185435607,61.65729822519192,0.001481809111082553,673.8507567681496,22.28,MITCHELL,0,0,0,0.9924659496763718,0.988999023848603,0.9973271397662111,0.0023115223000110758,0.9994325532076268,0.9963082414209044,0.9732172488284632,0.9966612150194059,0.6565471836137526,1,0.8602530686253366,-0.8738383134697363,1157447.7356773058,-4118149.9219895545
55670,Morawa,Western Australia,54.986057138400874,88.86570809467543,30.70499525413843,0.1954973583524604,4.142112342930992,4.69253413055079,130.36647119475026,0.031117211168931333,11.854622409072958,28.43,MORAWA,0,0,0,0.9764019509788973,0.9585011353283125,0.9867979326661945,2.2775084578103118e-5,0.9958579345273931,0.9980095224148078,0.9428303283481061,0.9254724160000414,0.4316020482809071,1,0.8118856512840426,-0.01697460940916551,-1533977.866463312,-3254761.7193051334
26490,Surf Coast,Victoria,9.481769196272985,14.019140514519494,9.04202409603014,24.795683885296267,1.4307383864938046,10.02643916727169,79.89272993216187,0.0015252918359257334,654.6122418324477,19.42,SURF COAST,0,0,0,0.9959787322441673,0.9936814917506734,0.9961176393820074,0.0029063859231130526,0.9985696282832374,0.9956773943712648,0.9651525525258287,0.9965567628188373,0.7611558156547182,1,0.8760717724411579,-0.9890576632975748,1061071.8059892238,-4238945.549942731
26980,Whitehorse,Victoria,1.7182251876805006,9.205930384865503,0.2755549591549581,2823.0503586989184,0.05281586409306689,1.2065273482104641,32.47735524657029,0.001396865741792701,714.8884136686079,21.09,WHITEHORSE,0,0,0,0.9993187516087776,0.9959438593297291,0.9998890944004627,0.3309151796953003,0.9999477133279654,0.9995336991898175,0.9861222012327888,0.9968652620720694,0.7000731528895392,1,0.8973691143219318,-1.371315308027655,1163199.8809947057,-4195677.610263591
11750,Cobar,New South Wales,59.4839700324704,154.70400601992918,50.98857240141074,0.08833479153101167,5.947804492860494,53.65131390702569,53.28390824768023,0.001308356267785163,304.7271248275027,28.01,COBAR,0,0,0,0.9744668661581124,0.9275549628833103,0.9780716601350423,1.0213588801105625e-5,0.9940520294008369,0.9766034151616206,0.9769204157332723,0.9970778754573757,0.4469641550841257,1,0.8153275403517766,0.09936291238900888,1261755.8902322652,-3538857.108273892
17200,Sydney,New South Wales,0.8767762158653117,2.0564700485145835,0.08024923411930307,8531.036735322741,0.002506083986056558,0.45869149780917123,6.418030304289643,8.278143253599847e-4,119.80003563179925,23.48,SYDNEY,48,504.89583333333337,251.69329146470832,0.9996807584264222,0.9993043415935416,0.9999731175967255,1,0.9999980290419783,0.9998606733197806,0.9976470471968598,0.9982322111972082,0.6126554498902705,0.9193277310924369,0.9333887188910996,-1.9150611194820897,1760057.6307439285,-3830916.0017020367
42750,Kangaroo Island,South Australia,90.23340179837423,85.35420605945492,89.62165554551368,1.0195475841798316,2.976072442190443,133.14413266890557,160.79316268157976,0.008623228874261021,114.96584232906567,20.75,KANGAROO ISLAND,0,0,0,0.9612378952866633,0.9601516571514356,0.9614511789552994,1.1936948072588677e-4,0.9970241119594646,0.9418469973741697,0.9293739961768503,0.9795064251082906,0.7125091441111924,1,0.8479563617768241,0.2365535595278849,473110.41453415115,-3923849.6507853563
34830,Mapoon,Queensland,515.5270414864783,580.3385051025658,515.33083950110165,0.4964442533975536,52.58920997378765,606.293617744528,664.7621148547518,0.03282725846536657,20.323742302102815,33.84,MAPOON,0,0,0,0.7782687525044845,0.7274927039514754,0.7783052608936811,5.8051797924360954e-5,0.9474051226891477,0.7349732012836514,0.7064916092641165,0.9213646190799286,0.2337234820775419,1,0.6638252211091197,7.227397069583698,1099332.7811831688,-1322355.6733477772
